"","rowNum","gameid","roundNum","trialType","targetName","competitorName","notCompetitorName","speakerMessages","UtteranceType","SufficientProperty","RedundantProperty","RedExp3Cat","RedExp2Cat","redundant","clickedobject","clickedcolor","clickedmaterial","clickedoriginal","onlyColorMention","onlyMaterialMention","colormaterialMention","objnameMention","oneMention","theMention","article_Mention","ctrialType"
"493",493,"3954-5",4,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","blue paper plate___yes","color and material","material","color redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,1,0,1,1,0.515895953757225
"494",494,"3954-5",6,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","blue plastic plate, darker blue","color and material","material","color redundant","redundant","redundant",1,"plate","blue","plastic","original",0,0,1,1,0,1,1,0.515895953757225
"495",495,"3954-5",7,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"496",496,"3954-5",8,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"497",497,"3954-5",10,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_green","shiny blue metal pitcher","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,1,0,1,1,0.515895953757225
"498",498,"3954-5",12,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","green plastic cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"499",499,"3954-5",21,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"500",500,"3954-5",22,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","green bottle with cork top","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","glass",NA,1,0,0,1,0,0,0,0.515895953757225
"501",501,"3954-5",23,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","blue jean jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"502",502,"3954-5",24,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","long blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"503",503,"3954-5",26,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green bottle large","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","plastic",NA,1,0,0,1,0,1,1,0.515895953757225
"504",504,"3954-5",28,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"505",505,"3954-5",29,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"506",506,"3954-5",30,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"507",507,"3954-5",32,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"508",508,"0856-5",2,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green color ","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"509",509,"0856-5",9,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","green with wire top","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","glass",NA,1,0,0,0,0,0,0,0.515895953757225
"510",510,"0856-5",10,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green plastic","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"511",511,"0856-5",11,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","blue","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"512",512,"0856-5",14,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"513",513,"0856-5",15,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","lightest blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,0.515895953757225
"514",514,"0856-5",16,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","longest blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"515",515,"0856-5",20,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","blue metal","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,1,1,0.515895953757225
"516",516,"0856-5",22,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","dark blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,0,0,1,1,0.515895953757225
"517",517,"0856-5",24,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","longest green","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"518",518,"0856-5",25,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","longest brown","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,0,0,-0.484104046242775
"519",519,"0856-5",26,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,0,0,0,0,-0.484104046242775
"520",520,"0856-5",27,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"521",521,"0856-5",31,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","purple jean","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,0,0,1,1,0.515895953757225
"522",522,"2537-f",3,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","silver rectangular table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"523",523,"2537-f",5,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","darker blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"524",524,"2537-f",6,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green plastic soda bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"525",525,"2537-f",7,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","blue rectangular table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"526",526,"2537-f",11,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue rectangular table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"527",527,"2537-f",14,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","blue steel pitcher","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,1,0,0,0,0.515895953757225
"528",528,"2537-f",15,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","darker green glass bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"529",529,"2537-f",16,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"530",530,"2537-f",20,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"531",531,"2537-f",22,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","purple jean jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"532",532,"2537-f",23,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green plastic solo cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"533",533,"2537-f",24,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"534",534,"2537-f",25,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"535",535,"2537-f",26,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","lighter blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"536",536,"2537-f",30,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"537",537,"2401-4",1,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","it is the metallic looking one","only material","material","color redundant","minimal","not_redundant",0,"pitcher","blue","metal",NA,0,1,0,0,1,1,1,0.515895953757225
"538",538,"2401-4",7,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"539",539,"2401-4",8,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green wood spoon","color and material","color","material redundant","redundant","redundant",1,"spoon","green","wood",NA,0,0,1,1,0,0,0,-0.484104046242775
"540",540,"2401-4",9,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","darker blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"541",541,"2401-4",11,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","purple jean jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"542",542,"2401-4",13,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","paper blue plate","color and material","material","color redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,1,0,1,1,0.515895953757225
"543",543,"2401-4",15,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","blue plastic cup___green___sorry","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"544",544,"2401-4",16,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"545",545,"2401-4",17,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","plastic green bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"546",546,"2401-4",20,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","silver table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"547",547,"2401-4",22,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"548",548,"2401-4",23,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","green glass bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"549",549,"2401-4",24,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","blue long table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"550",550,"2401-4",26,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"551",551,"2401-4",27,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"552",552,"2401-4",31,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"553",553,"7078-d",2,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"554",554,"7078-d",6,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","darker blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"555",555,"7078-d",8,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","green bottle. Like a soda bottle___looks like it has liquid in it","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","plastic",NA,1,0,0,1,0,1,1,0.515895953757225
"556",556,"7078-d",9,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_green","silver pitcher. NOT see through___silver___Its the one that looks different than the rest___the others look like glass","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,1,1,1,1,0.515895953757225
"557",557,"7078-d",10,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","Green plastic solo cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"558",558,"7078-d",13,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","lighter blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"559",559,"7078-d",15,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","blue desk. The darker blue one","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,0,1,1,1,0.515895953757225
"560",560,"7078-d",16,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","green shoe","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"561",561,"7078-d",18,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green desk","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"562",562,"7078-d",20,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"563",563,"7078-d",21,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"564",564,"7078-d",24,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","green glass bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"565",565,"7078-d",25,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","grey desk","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,0,0,-0.484104046242775
"566",566,"7078-d",28,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"567",567,"7078-d",31,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue desk","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"568",568,"5735-e",3,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","Its a blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"569",569,"5735-e",4,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","its a green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,1,1,-0.484104046242775
"570",570,"5735-e",6,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","its a purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"571",571,"5735-e",8,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","its a long blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"572",572,"5735-e",9,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_green","its a metal pitcher","only material","material","color redundant","minimal","not_redundant",0,"pitcher","blue","metal",NA,0,1,0,1,0,1,1,0.515895953757225
"573",573,"5735-e",10,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","its a green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"574",574,"5735-e",14,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","is a light blue plate with ridges","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"575",575,"5735-e",21,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","its a green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"576",576,"5735-e",23,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","its a green glass bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"577",577,"5735-e",25,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","its a green plastic cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"578",578,"5735-e",26,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","its a green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,1,1,-0.484104046242775
"579",579,"5735-e",27,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","its a blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"580",580,"5735-e",29,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","its a dark blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"581",581,"5735-e",30,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","its a purple denim jacket","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,1,0,1,1,0.515895953757225
"582",582,"5735-e",31,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","its a green plastic bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"583",583,"5617-b",5,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","silver","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,0,0,-0.484104046242775
"584",584,"5617-b",6,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","grass green___darker green","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","glass",NA,1,0,0,0,0,1,1,0.515895953757225
"585",585,"5617-b",7,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","skinny and green","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,1,1,-0.484104046242775
"586",586,"5617-b",8,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"587",587,"5617-b",12,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","darker blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,0,0,1,1,0.515895953757225
"588",588,"5617-b",13,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"589",589,"0896-6",1,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","hello, its the green bottle with a latch instead of twist cap","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","glass",NA,1,0,0,1,0,1,1,0.515895953757225
"590",590,"0896-6",2,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","its the green plastic cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"591",591,"0896-6",3,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green bottle with twist cap","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","plastic",NA,1,0,0,1,0,1,1,0.515895953757225
"592",592,"0896-6",5,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"593",593,"0896-6",6,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","long silver table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"594",594,"0896-6",7,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","blue plate with smaller ridges","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"595",595,"0896-6",9,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue paper plate with big ridges around outside","color and material","color","material redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,1,0,1,1,-0.484104046242775
"596",596,"0896-6",10,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green chair with no middle-back support","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"597",597,"0896-6",15,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","long green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"598",598,"0896-6",17,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","long blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"599",599,"0896-6",19,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple chair with no vertical wooden backing","color and material","color","material redundant","redundant","redundant",1,"chair","purple","metal",NA,0,0,1,1,0,1,1,-0.484104046242775
"600",600,"0896-6",26,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","green hiking boots","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"601",601,"0896-6",30,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","blue plate with wide ridges","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"602",602,"0896-6",31,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","steel drinking pitcher","only material","material","color redundant","minimal","not_redundant",0,"pitcher","blue","metal",NA,0,1,0,1,0,0,0,0.515895953757225
"603",603,"1157-c",1,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","The object is a rectangular blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,1,1,1,0.515895953757225
"604",604,"1157-c",3,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","a blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"605",605,"1157-c",5,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","a green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,1,1,-0.484104046242775
"606",606,"1157-c",7,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_green","blue vase","only color","material","color redundant","underinformative","not_redundant",0,"pitcher","blue","metal",NA,1,0,0,0,0,1,1,0.515895953757225
"607",607,"1157-c",11,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"608",608,"1157-c",13,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"609",609,"1157-c",14,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","green boots","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"610",610,"1157-c",17,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"611",611,"1157-c",18,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"612",612,"1157-c",21,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","light blue plate___there's a lag on your end___lighter blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"613",613,"8631-d",5,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","please choose the blue rectangle table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
