"workerid","correct_answer","feature_type","label","Answer.time_in_minutes","item","feature","slide_number_in_experiment","correct_material","correct_color","response","speaker_cond"
2,"yes","color","spoon_metal_silver_original",4.16508333333333,"spoon","silver","90","metal","silver","[864, 'yes']","list1"
3,"Patricia","","",5.4386,"","","bot_check","","","[0, 'Patricia']","list1"
3,"no","material","p_ball_metal_original",5.4386,"ball","glass","practice_trial","metal","silver","['late', '']","list1"
3,"yes","color","p_door_wood_yellow",5.4386,"door","yellow","practice_trial","wood","yellow","['late', '']","list1"
3,"no","color","p_ruler_metal_blue",5.4386,"bag","red","practice_trial","metal","blue","['late', '']","list1"
3,"yes","material","p_ball_plastic_red",5.4386,"ball","plastic","practice_trial","plastic","red","[1206, 'yes']","list1"
3,"no","color","spoon_wood_brown_original",5.4386,"spoon","black","10","wood","brown","[2003, 'yes']","list1"
3,"no","color","bowl_metal_blue",5.4386,"bowl","brown","11","metal","blue","['late', '']","list1"
3,"no","color","plate_paper_blue",5.4386,"plate","silver","12","paper","blue","[21, 'yes']","list1"
3,"yes","color","chair_wood_purple",5.4386,"chair","purple","13","wood","purple","[545, 'yes']","list1"
3,"no","material","box_wood_brown_original",5.4386,"box","paper","14","wood","brown","[1537, 'no']","list1"
3,"yes","color","bowl_glass_green",5.4386,"bowl","green","15","glass","green","[814, 'yes']","list1"
3,"yes","color","boot_rubber_brown",5.4386,"boot","brown","16","rubber","brown","[856, 'no']","list1"
3,"no","material","boot_rubber_black_original",5.4386,"boot","leather","17","rubber","black","[455, 'yes']","list1"
3,"no","color","chair_metal_purple",5.4386,"chair","yellow","18","metal","purple","[495, 'no']","list1"
3,"no","material","cup_metal_green",5.4386,"cup","wood","19","metal","green","[436, 'no']","list1"
3,"no","material","bowl_glass_clear_original",5.4386,"bowl","denim","20","glass","clear","[906, 'no']","list1"
3,"no","color","cup_plastic_blue",5.4386,"cup","pink","21","plastic","blue","[735, 'yes']","list1"
3,"yes","material","pitcher_glass_green",5.4386,"pitcher","glass","22","glass","green","[590, 'no']","list1"
3,"no","material","jacket_leather_green",5.4386,"jacket","wood","23","leather","green","[819, 'no']","list1"
3,"no","color","bag_paper_green",5.4386,"bag","red","24","paper","green","[1192, 'no']","list1"
3,"yes","color","spoon_wood_green",5.4386,"spoon","green","25","wood","green","[329, 'no']","list1"
3,"no","color","bottle_glass_blue",5.4386,"bottle","white","26","glass","blue","[430, 'yes']","list1"
3,"yes","color","jacket_leather_purple",5.4386,"jacket","purple","27","leather","purple","[359, 'no']","list1"
3,"no","color","pitcher_glass_clear_original",5.4386,"pitcher","green","28","glass","clear","[476, 'no']","list1"
3,"yes","color","box_wood_blue",5.4386,"box","blue","29","wood","blue","[856, 'no']","list1"
3,"no","color","pitcher_plastic_blue",5.4386,"pitcher","brown","30","plastic","blue","[538, 'yes']","list1"
3,"yes","material","plate_plastic_green",5.4386,"plate","plastic","31","plastic","green","[694, 'yes']","list1"
3,"yes","material","cup_metal_silver_original",5.4386,"cup","metal","32","metal","silver","[737, 'yes']","list1"
3,"yes","material","pitcher_plastic_white_original",5.4386,"pitcher","plastic","33","plastic","white","[706, 'yes']","list1"
3,"yes","material","chair_wood_green",5.4386,"chair","wood","34","wood","green","[1021, 'yes']","list1"
3,"no","color","bottle_plastic_clear_original",5.4386,"bottle","brown","35","plastic","clear","[786, 'yes']","list1"
3,"yes","color","chair_metal_silver_original",5.4386,"chair","silver","36","metal","silver","[812, 'yes']","list1"
3,"yes","material","bag_paper_brown_original",5.4386,"bag","paper","37","paper","brown","[1144, 'yes']","list1"
3,"no","color","box_wood_green",5.4386,"box","black","38","wood","green","[799, 'no']","list1"
3,"yes","color","bottle_glass_green",5.4386,"bottle","green","39","glass","green","[1994, 'no']","list1"
3,"no","color","table_wood_green",5.4386,"table","pink","40","wood","green","[1387, 'yes']","list1"
3,"no","material","bowl_metal_green",5.4386,"bowl","denim","41","metal","green","[930, 'yes']","list1"
3,"yes","material","bowl_glass_blue",5.4386,"bowl","glass","42","glass","blue","[902, 'yes']","list1"
3,"yes","material","plate_paper_white_original",5.4386,"plate","paper","43","paper","white","[1028, 'yes']","list1"
3,"no","color","jacket_leather_black_original",5.4386,"jacket","green","44","leather","black","[837, 'no']","list1"
3,"yes","color","cup_plastic_green",5.4386,"cup","green","45","plastic","green","[560, 'no']","list1"
3,"no","color","plate_plastic_blue_original",5.4386,"plate","green","46","plastic","blue","[747, 'no']","list1"
3,"yes","material","boot_rubber_green",5.4386,"boot","rubber","47","rubber","green","[751, 'yes']","list1"
3,"no","material","spoon_metal_blue",5.4386,"spoon","rubber","48","metal","blue","[1320, 'yes']","list1"
3,"no","material","table_wood_brown_original",5.4386,"table","glass","49","wood","brown","[1369, 'yes']","list1"
3,"yes","color","bag_plastic_green",5.4386,"bag","green","50","plastic","green","[950, 'no']","list1"
3,"yes","color","bowl_metal_silver_original",5.4386,"bowl","silver","51","metal","silver","['late', '']","list1"
3,"yes","material","boot_leather_green",5.4386,"boot","leather","52","leather","green","[799, 'yes']","list1"
3,"no","material","chair_plastic_green",5.4386,"chair","cardboard","53","plastic","green","[873, 'yes']","list1"
3,"no","material","bag_plastic_blue",5.4386,"bag","wood","54","plastic","blue","[737, 'yes']","list1"
3,"yes","material","table_metal_silver_original",5.4386,"table","metal","55","metal","silver","[735, 'yes']","list1"
3,"no","color","chair_plastic_purple",5.4386,"chair","silver","56","plastic","purple","[792, 'yes']","list1"
3,"no","color","bag_plastic_white_original",5.4386,"bag","silver","57","plastic","white","[1618, 'yes']","list1"
3,"yes","material","spoon_metal_green",5.4386,"spoon","metal","58","metal","green","[1079, 'yes']","list1"
3,"yes","color","table_metal_green",5.4386,"table","green","59","metal","green","[1354, 'yes']","list1"
3,"no","material","table_wood_blue",5.4386,"table","plastic","60","wood","blue","[1439, 'yes']","list1"
3,"no","color","spoon_plastic_green",5.4386,"spoon","brown","61","plastic","green","[866, 'no']","list1"
3,"yes","material","jacket_denim_green",5.4386,"jacket","denim","62","denim","green","[1078, 'no']","list1"
3,"yes","material","spoon_wood_blue",5.4386,"spoon","wood","63","wood","blue","[648, 'yes']","list1"
3,"yes","color","bag_paper_blue",5.4386,"bag","blue","64","paper","blue","[1257, 'no']","list1"
3,"yes","material","box_cardboard_blue",5.4386,"box","cardboard","65","cardboard","blue","[1560, 'yes']","list1"
3,"no","color","boot_leather_black_original",5.4386,"boot","red","66","leather","black","[950, 'no']","list1"
3,"no","material","spoon_plastic_white_original",5.4386,"spoon","rubber","67","plastic","white","[704, 'yes']","list1"
3,"no","material","pitcher_glass_blue",5.4386,"pitcher","leather","68","glass","blue","[842, 'yes']","list1"
3,"no","material","chair_wood_brown_original",5.4386,"chair","metal","69","wood","brown","[894, 'no']","list1"
3,"no","material","boot_leather_brown",5.4386,"boot","metal","70","leather","brown","[635, 'yes']","list1"
3,"no","material","cup_plastic_clear_original",5.4386,"cup","leather","71","plastic","clear","[686, 'yes']","list1"
3,"no","material","pitcher_metal_silver_original",5.4386,"pitcher","rubber","72","metal","silver","[1380, 'yes']","list1"
3,"yes","material","chair_metal_green",5.4386,"chair","metal","73","metal","green","[517, 'no']","list1"
3,"no","material","table_metal_blue",5.4386,"table","leather","74","metal","blue","[395, 'yes']","list1"
3,"yes","color","pitcher_metal_blue",5.4386,"pitcher","blue","75","metal","blue","[665, 'no']","list1"
3,"no","material","box_cardboard_brown_original",5.4386,"box","glass","76","cardboard","brown","[388, 'no']","list1"
3,"yes","material","plate_plastic_pink",5.4386,"plate","plastic","77","plastic","pink","[652, 'yes']","list1"
3,"no","material","plate_paper_green",5.4386,"plate","plastic","78","paper","green","[623, 'no']","list1"
3,"yes","color","cup_metal_blue",5.4386,"cup","blue","79","metal","blue","[521, 'yes']","list1"
3,"yes","color","chair_plastic_blue_original",5.4386,"chair","blue","80","plastic","blue","[515, 'yes']","list1"
3,"yes","color","spoon_metal_silver_original",5.4386,"spoon","silver","81","metal","silver","[557, 'yes']","list1"
3,"yes","material","spoon_plastic_blue",5.4386,"spoon","plastic","82","plastic","blue","[494, 'no']","list1"
3,"no","color","jacket_denim_blue_original",5.4386,"jacket","clear","83","denim","blue","[1131, 'yes']","list1"
3,"yes","color","bottle_plastic_green",5.4386,"bottle","green","84","plastic","green","[485, 'no']","list1"
3,"yes","color","jacket_denim_purple",5.4386,"jacket","purple","85","denim","purple","[741, 'yes']","list1"
3,"no","color","box_cardboard_green",5.4386,"box","blue","86","cardboard","green","[677, 'no']","list1"
3,"no","material","bottle_glass_clear_original",5.4386,"bottle","metal","87","glass","clear","[741, 'yes']","list1"
3,"yes","material","bottle_plastic_blue",5.4386,"bottle","plastic","88","plastic","blue","[484, 'no']","list1"
3,"yes","color","pitcher_plastic_green",5.4386,"pitcher","green","89","plastic","green","[734, 'yes']","list1"
3,"yes","material","pitcher_metal_green",5.4386,"pitcher","metal","90","metal","green","[724, 'yes']","list1"
4,"Elizabeth","","",8.83001666666667,"","","bot_check","","","[0, 'Elizabeth']","list1"
4,"no","material","p_ball_metal_original",8.83001666666667,"ball","glass","practice_trial","metal","silver","[1005, 'no']","list1"
4,"yes","color","p_door_wood_yellow",8.83001666666667,"door","yellow","practice_trial","wood","yellow","[1386, 'yes']","list1"
4,"no","color","p_ruler_metal_blue",8.83001666666667,"bag","red","practice_trial","metal","blue","[819, 'no']","list1"
4,"yes","material","p_ball_plastic_red",8.83001666666667,"ball","plastic","practice_trial","plastic","red","[1106, 'yes']","list1"
4,"yes","material","box_cardboard_blue",8.83001666666667,"box","cardboard","10","cardboard","blue","[1085, 'yes']","list1"
4,"no","color","chair_plastic_purple",8.83001666666667,"chair","pink","11","plastic","purple","[751, 'no']","list1"
4,"yes","material","jacket_denim_green",8.83001666666667,"jacket","denim","12","denim","green","['late', 'yes']","list1"
4,"yes","material","bag_paper_brown_original",8.83001666666667,"bag","paper","13","paper","brown","[895, 'yes']","list1"
4,"no","color","box_cardboard_green",8.83001666666667,"box","brown","14","cardboard","green","[1031, 'no']","list1"
4,"no","color","bag_plastic_white_original",8.83001666666667,"bag","yellow","15","plastic","white","[1065, 'no']","list1"
4,"no","material","box_cardboard_brown_original",8.83001666666667,"box","plastic","16","cardboard","brown","[1022, 'no']","list1"
4,"no","color","jacket_leather_black_original",8.83001666666667,"jacket","green","17","leather","black","[930, 'no']","list1"
4,"yes","material","plate_plastic_green",8.83001666666667,"plate","plastic","18","plastic","green","[926, 'yes']","list1"
4,"yes","material","pitcher_metal_green",8.83001666666667,"pitcher","metal","19","metal","green","['late', '']","list1"
4,"no","color","spoon_plastic_green",8.83001666666667,"spoon","white","20","plastic","green","[820, 'yes']","list1"
4,"no","material","bottle_glass_clear_original",8.83001666666667,"bottle","paper","21","glass","clear","[708, 'no']","list1"
4,"yes","material","bowl_glass_blue",8.83001666666667,"bowl","glass","22","glass","blue","[762, 'yes']","list1"
4,"no","material","bowl_glass_clear_original",8.83001666666667,"bowl","wood","23","glass","clear","[674, 'no']","list1"
4,"yes","color","jacket_leather_purple",8.83001666666667,"jacket","purple","24","leather","purple","[880, 'yes']","list1"
4,"no","material","chair_plastic_green",8.83001666666667,"chair","leather","25","plastic","green","[647, 'no']","list1"
4,"no","material","table_wood_blue",8.83001666666667,"table","paper","26","wood","blue","[815, 'no']","list1"
4,"no","material","cup_plastic_clear_original",8.83001666666667,"cup","denim","27","plastic","clear","[747, 'no']","list1"
4,"no","color","bowl_metal_blue",8.83001666666667,"bowl","green","28","metal","blue","[607, 'no']","list1"
4,"no","material","boot_leather_brown",8.83001666666667,"boot","denim","29","leather","brown","[922, 'no']","list1"
4,"yes","material","cup_metal_silver_original",8.83001666666667,"cup","metal","30","metal","silver","[699, 'yes']","list1"
4,"no","material","table_wood_brown_original",8.83001666666667,"table","cardboard","31","wood","brown","[741, 'no']","list1"
4,"yes","material","spoon_metal_green",8.83001666666667,"spoon","metal","32","metal","green","[718, 'yes']","list1"
4,"yes","material","boot_leather_green",8.83001666666667,"boot","leather","33","leather","green","[693, 'yes']","list1"
4,"yes","color","spoon_wood_green",8.83001666666667,"spoon","green","34","wood","green","[646, 'no']","list1"
4,"yes","color","cup_plastic_green",8.83001666666667,"cup","green","35","plastic","green","[719, 'yes']","list1"
4,"yes","material","plate_plastic_pink",8.83001666666667,"plate","plastic","36","plastic","pink","[738, 'yes']","list1"
4,"no","color","boot_leather_black_original",8.83001666666667,"boot","red","37","leather","black","[780, 'no']","list1"
4,"no","color","bottle_glass_blue",8.83001666666667,"bottle","green","38","glass","blue","[767, 'no']","list1"
4,"no","material","pitcher_glass_blue",8.83001666666667,"pitcher","plastic","39","glass","blue","[988, 'yes']","list1"
4,"no","material","bowl_metal_green",8.83001666666667,"bowl","glass","40","metal","green","[854, 'no']","list1"
4,"yes","color","table_metal_green",8.83001666666667,"table","green","41","metal","green","[962, 'yes']","list1"
4,"yes","color","bag_paper_blue",8.83001666666667,"bag","blue","42","paper","blue","[713, 'no']","list1"
4,"no","color","cup_plastic_blue",8.83001666666667,"cup","silver","43","plastic","blue","[1016, 'no']","list1"
4,"no","color","bottle_plastic_clear_original",8.83001666666667,"bottle","silver","44","plastic","clear","[1052, 'no']","list1"
4,"no","color","spoon_wood_brown_original",8.83001666666667,"spoon","white","45","wood","brown","[898, 'no']","list1"
4,"no","color","box_wood_green",8.83001666666667,"box","brown","46","wood","green","[853, 'yes']","list1"
4,"no","color","table_wood_green",8.83001666666667,"table","brown","47","wood","green","[997, 'yes']","list1"
4,"no","color","pitcher_plastic_blue",8.83001666666667,"pitcher","red","48","plastic","blue","[751, 'no']","list1"
